sk_cliente,cliente_id_natural,chartmogul_id,external_id,email,nombre_cliente,empresa,pais_codigo,estado_cliente,lead_status,fecha_cliente_desde,mrr,arr,es_cliente_pago,es_activo,es_churn,es_past_due
3251,cus_5819bd01-5a41-4d14-8eed-f38ab798abe1,262982050,20434364169,contact@tgi.pe,tgi.peTGI Gestión Integral1Peru,tgi.peTGI Gestión Integral1Peru,PE,New Lead,New Lead,,0.0,0.0,0,0,0,0
3252,cus_241b432d-a108-4861-b885-7f9a5d755e9b,262982051,29996571560,contact@embassymexico.com,embassymexico.comEmbassy Mexico1Mexico,embassymexico.comEmbassy Mexico1Mexico,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3253,cus_7ff014f4-5edf-4c43-9933-83d30a1c4557,262982052,26381285516,contact@diment.mx,diment.mxDiMENT1Mexico,diment.mxDiMENT1Mexico,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3254,cus_4d95a515-1dd1-4bd0-ae0b-5f9e92ae0940,262990827,31177553064,contact@mkdelsureste.com,mkdelsureste.commkdelsureste.com1,mkdelsureste.commkdelsureste.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3255,cus_07e30960-a6f8-4a0d-8dff-3f523c9e0070,262990828,33013010509,contact@munizgutierrez.com,munizgutierrez.comMuñiz Gutiérrez1,munizgutierrez.comMuñiz Gutiérrez1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3256,cus_40da7b08-bf06-4438-a291-21d896213464,262990829,39258830367,contact@transformacionexo.com,transformacionexo.comtransformacionexo.comTransformación Exo2+593 98 444 06722+593 98 444 0672,transformacionexo.comtransformacionexo.comTransformación Exo2+593 98 444 06722+593 98 444 0672,US,New Lead,New Lead,,0.0,0.0,0,0,0,0
3257,cus_cdf6d131-26f3-4cbb-9208-bb488640fff8,263079481,30939232143,contact@cr.gt.com,cr.gt.com2United Arab Emirates,cr.gt.com2United Arab Emirates,AE,New Lead,New Lead,,0.0,0.0,0,0,0,0
3258,cus_25a4b114-24d4-46f4-adb9-f2a9fc905711,263088830,53286293934,contact@intelektoit.com,IntelektoIT,IntelektoIT,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3259,cus_2a7226d7-c68f-4277-91c5-a5b0802d40b4,263153862,53345138497,contact@montajeselectricoscr.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3260,cus_f3d8e775-d6fb-4736-92cc-0c9e12a134c4,263153863,53346067210,contact@se.gob.hn,Secretaría de Educación Honduras,Secretaría de Educación Honduras,HN,New Lead,New Lead,,0.0,0.0,0,0,0,0
3261,cus_ca4a7249-18ac-46b3-a2c7-767894fca6bc,263174413,53356472500,contact@bmanagerpro.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3262,cus_dd827e22-671f-414d-b6ea-80896edd14f4,263174414,53350595731,contact@opres.net,Opresmedia,Opresmedia,SV,New Lead,New Lead,,0.0,0.0,0,0,0,0
3263,cus_37159f49-b093-4ef6-8884-604fde378995,263222774,53348751756,contact@balle.mx,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3264,cus_011b1d67-f879-4ed8-b9ce-de2e565d003c,263222775,53388984706,contact@toala.com.mx,Toala,Toala,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3265,cus_5edd4b5a-cee8-4ac5-a61a-f754e2d0ba86,263234785,53391928435,contact@grupocr.com,Grupo CR Tecno,Grupo CR Tecno,GT,New Lead,New Lead,,0.0,0.0,0,0,0,0
3266,cus_2244ad06-ae66-42c4-b10b-0711007c4a07,263250496,53423500210,contact@constructorasic.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3267,cus_4d3125f3-3ac3-40ad-9750-19c6b7782584,263273432,cus_UEAUlS8XvZ0OsA,cons_met@hotmail.com,Consmet Estructuras metalicas sa de cv,,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3268,cus_6df78817-ad2b-42cf-a082-d91890e4ba9d,263279065,53431260978,contact@inercosy.com,Inercosy,Inercosy,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3269,cus_8e81fee2-1b55-451a-91e4-5d9678a6830f,263286301,53436934985,contact@sapphira.com.ec,SAPPHIRA,SAPPHIRA,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3270,cus_4413bc57-291f-4c65-8bde-fc217ab06801,263290379,cus_UEE9nyM8eUY0My,premin2002@hotmail.com,"Cytonix, S.A.DE C.C.",,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3271,cus_f90a8611-1a51-4f13-b412-5a33b0636a54,263292195,cus_UEEdttY94VcZEU,premin2002@hotmail.com,"Cytonix, S.A.DE C.C.",,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3272,cus_99315176-316c-4646-882f-8a9693d71e95,263300032,53438019840,contact@conceptosurbanos.com.gt,Conceptos Urbanos,Conceptos Urbanos,GT,New Lead,New Lead,,0.0,0.0,0,0,0,0
3273,cus_fb7a714f-d419-4988-967a-be605e390233,263300033,53418356102,contact@insilim.com,Insilim,Insilim,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3274,cus_da1f51d3-15d6-49a2-af28-62940104d35d,263335478,53414059365,contact@grupoghc.com.mx,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3275,cus_a565a42d-9c2e-4a1d-9c3c-f0a369d2d914,263340457,53424775747,contact@cytm.com.mx,CYTM,CYTM,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3276,cus_7fd5cc40-dd7f-4839-a43f-0a2efed48e74,263399650,53437263464,contact@monarqmx.com,Monarq Mx,Monarq Mx,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3277,cus_285c23e4-3af9-4457-a814-b7b71538aa29,263399651,53429742171,contact@grupo28.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3278,cus_eb4e4463-700f-42cc-83b4-671918436242,263403099,53418067842,contact@valgo.com.mx,Valgo,Valgo,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3279,cus_70bc7e53-4de2-4be0-b18e-fbf191afcd87,263406417,53430824560,contact@alvarezbravo.com.ec,Alvarez Bravo Constructores,Alvarez Bravo Constructores,EC,New Lead,New Lead,,0.0,0.0,0,0,0,0
3280,cus_ba3a52b7-6070-4e20-b4ff-41a60ca75eac,263481810,53417616165,contact@brdc.com.ec,BRDC Constructora,BRDC Constructora,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3281,cus_e1967968-0bb9-476c-a979-4a4f88e789aa,263505536,53429148321,contact@s2atelier.net,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3282,cus_50d339ab-72fb-4154-adb8-30e0cf995f37,263571328,53412561782,contact@adstren.com,ADSTREN,ADSTREN,EC,New Lead,New Lead,,0.0,0.0,0,0,0,0
3283,cus_3ba41244-259a-4ab5-a5b8-1194acb00713,263579020,53412718138,contact@yronproyectos.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3284,cus_f57b948d-fdac-4a48-9b1d-777268b0b18e,263589777,53418883510,contact@comisaproyectos.com,,,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3285,cus_8e4fce99-551b-48cf-b138-8efe331e6286,263631383,53462391093,contact@cytonixconstructora.com,Cytonix Constructora,Cytonix Constructora,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3286,cus_d530b688-d52a-4e12-84b2-84b9fe63514f,263631384,53465975849,contact@grupoconstructor.com,Grupo Constructor,Grupo Constructor,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3287,cus_da60562a-3c21-4b9b-b954-2433241f5b01,263652813,53516401466,contact@roavarq.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3288,cus_e557f831-e340-40e5-a87a-8be00ff03a3e,263662053,53507074727,contact@grupoggaem.com.mx,GRUPO GGAEM CONSULTORES,GRUPO GGAEM CONSULTORES,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3289,cus_a26cb762-6025-4605-a13d-a3c17677321a,263668676,53493319863,contact@constructoraroza.com,Constructora Roza,Constructora Roza,GT,New Lead,New Lead,,0.0,0.0,0,0,0,0
3290,cus_dc1929ca-3780-4260-a923-06f877d09d77,263668677,53515421472,contact@aureabrandsco.com,Aurea Brands,Aurea Brands,EC,New Lead,New Lead,,0.0,0.0,0,0,0,0
3291,cus_515d523d-ee28-4af0-9841-f01c2812d881,263678373,53493632038,contact@grupoexpinno.com.mx,Expinno Group,Expinno Group,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3292,cus_ac094531-95f5-48ae-b59a-fcba03d78df7,263706405,53491885858,contact@elmir.com.ec,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3293,cus_95b2605d-c493-4da3-b316-c9c966468488,263721112,53553370450,contact@proyectos2s.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3294,cus_e0c17d77-5272-4836-9013-ccc43524aa01,263722904,cus_UFb2BMBHpe0uRO,alefonsecasibaja86@gmail.com,Alejandro Fonseca Sibaja,,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
3295,cus_f09ea4de-536e-43b9-9471-b8f532ddca99,263729973,53528448289,,Alfovi Constructora,Alfovi Constructora,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
3296,cus_52345dcc-f77f-4f83-acd3-1ea64a9b12a9,263736703,53545608312,contact@aie.build,AIE,AIE,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3297,cus_71f75063-c824-4a49-b880-6587014b576b,263746589,53528639926,contact@roavconstructora.com,roav,roav,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3298,cus_a8b4a94b-d3fc-4be8-98b6-587416f02a6e,263746590,53539732746,contact@klrarquitectos.com,KLR Arquitectos,KLR Arquitectos,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3299,cus_e8ee8bee-aeaf-422b-8bbc-74f122a88980,263776973,53530734877,contact@epicentroarquitectos.com,EpicentroArquitectos,EpicentroArquitectos,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3300,cus_5e88c1e6-2f08-45c7-a825-30c7978610f2,263809641,53550149025,contact@fireconsas.com,BLANK TITLE,BLANK TITLE,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3301,cus_184aedae-45f0-41c5-88de-d74b36dee295,263817083,22743751985,contact@aquality-pools.com,Aquality pools,Aquality pools,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3302,cus_6c200441-d259-4f1d-8425-f403c978b698,263869391,53537607854,contact@servinpetrol.com,Servinpetrol,Servinpetrol,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3303,cus_431d83d6-09ac-4115-85b0-97b0d8f0aa23,263871278,53554187664,contact@fomentoqroo.com,Bonaterra,Bonaterra,US,New Lead,New Lead,,0.0,0.0,0,0,0,0
3304,cus_4128c434-1b86-4cf6-8cae-ed2560fb3adb,263876819,53539447121,contact@inmobiliario-ec.com,Inmobiliario-ec.com,Inmobiliario-ec.com,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3305,cus_bc07c325-8c79-4327-a035-d5a556166b6e,263912068,25715200306,contact@florplan.net,florplan.netflorplan.net2,florplan.netflorplan.net2,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3306,cus_cd34e8dd-8b4d-4456-81f7-7d8b1ff4f986,263917947,26261927350,contact@sologt.com,sologt.comsologt.com1,sologt.comsologt.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3307,cus_f7bad162-e024-463f-9570-7f8649762def,263917948,53588253960,contact@idpholding.net,IDP Holding,IDP Holding,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3308,cus_c5d56cf5-b391-4145-975c-be4a22d59069,264019831,53630183688,contact@univo.edu.sv,UNIVO,UNIVO,SV,New Lead,New Lead,,0.0,0.0,0,0,0,0
3309,cus_75b0560e-3f13-4b12-87f6-d278cc557d72,264022485,53617149863,contact@jaferdemexico.com,,,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3310,cus_b1491ab2-46d8-40f1-8efa-3e21df5e93f3,264027039,27888151421,contact@triasa.mx,triasa.mxtriasa.mx1,triasa.mxtriasa.mx1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3311,cus_749d8061-aa71-4dec-873a-1c8ebd927c37,264033083,53669923329,contact@arco-arquitecturayconstruccion.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3312,cus_1e28a0d5-452d-4b71-bece-71c9ef5709a6,264037307,53704522345,contact@hirmail.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3313,cus_ff262a43-267e-4130-bf82-34678c110c8b,264049523,26503735319,contact@klug-group.com,klug-group.comklug-group.com1,klug-group.comklug-group.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3314,cus_6f800d0e-4000-462e-9ac7-ecb778774b37,264054396,53722301608,contact@nipromx.com,NIPRO,NIPRO,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3315,cus_ea413293-dd2d-4af5-b3bd-b32d837a406a,264057739,53713452726,contact@grupoamate.com.sv,GRUPO AMATE,GRUPO AMATE,SV,New Lead,New Lead,,0.0,0.0,0,0,0,0
3316,cus_c8433e45-4ca1-44d0-bbfc-a0df84e822e9,264096604,53735882425,contact@potros.itson.edu.mx,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3317,cus_baa4588d-aa13-4203-b672-59b7f0a63cdf,264111143,53718447957,contact@igza.com.mx,IGZA,IGZA,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3318,cus_1e10fea2-bb4d-42b4-94cb-cbddc7f510d5,264152406,53717996834,contact@industriaseinstein.com,Industrias Einstein,Industrias Einstein,GT,New Lead,New Lead,,0.0,0.0,0,0,0,0
3319,cus_59b4a1d5-aa65-405f-b566-3a0d847e27a4,264160866,53725806351,contact@vgarquitecturamasconstruccion.com,VG-ARQUITECTURA + CONSTRUCCION,VG-ARQUITECTURA + CONSTRUCCION,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3320,cus_337941ed-bb9e-4006-823d-36346b49c61e,264166403,53715060395,contact@luiscarcamoarquitectos.com,Luis Cárcamo Arquitectos,Luis Cárcamo Arquitectos,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3321,cus_c73ce390-a659-4120-9699-8ad3e334ce2f,264187345,53729060386,contact@gimenez.mx,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3322,cus_50367ed8-fed1-492a-8c93-a34a7000eb6a,264203536,53725968160,contact@safe.com.ec,Safe Technology,Safe Technology,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3323,cus_dc9aed07-7f4d-4b86-8674-0714ad6c1213,264279785,29402555198,contact@maxarquitectura.com,maxarquitectura.commaxarquitectura.com1,maxarquitectura.commaxarquitectura.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3324,cus_17eb5f1d-2bc3-4f52-ad5a-25ff8d6affda,264279786,53719597745,contact@metalbuild.ec,Metalbuild,Metalbuild,US,New Lead,New Lead,,0.0,0.0,0,0,0,0
3325,cus_4bb32310-c2d0-4300-b082-d630a72fce68,264279787,53716357247,contact@hyconstruccionesymaquinaria.com.mx,HY Construcciones y Maquinaria,HY Construcciones y Maquinaria,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3326,cus_50d2a872-64b7-4b0e-8c59-ff2549112d1e,264283688,53708901380,contact@100varas.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3327,cus_7bf0dcb3-5cdc-4907-84a3-5050929cc181,264283689,53730042501,contact@crlegalstudio.com,CR Legal Studio,CR Legal Studio,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
3328,cus_9a16f3aa-f0c2-4ee5-8627-aca4f59ee68f,264287805,53720385400,contact@deocr.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3329,cus_ad26743e-c13b-4220-8c73-827cc8568cb1,264291148,53732183412,contact@arrodeco.mx,Arrodeco Ingeniería,Arrodeco Ingeniería,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3330,cus_4771d815-1d0b-4b76-b0b8-4cd85cfc41f2,264300653,53730980109,contact@en-estudio.com,ENCONS,ENCONS,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3331,cus_78a73320-ff69-47bd-ad9d-9a217c836c53,264300654,53689550741,,Miracorp,Miracorp,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3332,cus_6d16cb28-4af2-496d-912e-2f32b1ca7bb9,264339178,33380144722,contact@corderoarquitectos.com,corderoarquitectos.comCordero Arquitectos & Asociados1,corderoarquitectos.comCordero Arquitectos & Asociados1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3333,cus_cb06f31e-4205-4f9e-b71d-40ae7b88badf,264363699,34096157296,contact@wallgrow.com,wallgrow.comWALLGROW1,wallgrow.comWALLGROW1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3334,cus_686742f4-e151-41a8-8a70-e968cf7883af,264363700,53722414240,contact@impactstrategy.ai,Impact Strategy Group,Impact Strategy Group,ES,New Lead,New Lead,,0.0,0.0,0,0,0,0
3335,cus_be7da068-5318-4a37-9607-24ddc13e7c0b,264379227,32131440416,contact@mgholding.mx,mgholding.mxmgholding.mx1,mgholding.mxmgholding.mx1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3336,cus_7e661296-1115-4051-b66b-34d44c1bd031,264379228,53804731709,,Constructora Ivanova,Constructora Ivanova,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3337,cus_e1d3c9a2-2087-484f-aa05-ec6792474fcd,264379229,33625358137,contact@espatium-arquitectos.com,espatium-arquitectos.comEspatium Arquitectos S.C.1,espatium-arquitectos.comEspatium Arquitectos S.C.1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3338,cus_4e6c9ad9-4a12-4954-9eb3-08b53ac8b87c,264393614,53764859022,,Ergoconceptos,Ergoconceptos,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3339,cus_87e51a41-8f8b-4895-b653-694ef142d248,264468546,36054918536,contact@ehypergrowth.com,ehypergrowth.com1,ehypergrowth.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3340,cus_2255ec39-a0bc-4be8-afb7-8163a3c63b07,264468548,53819671912,contact@herco.construction,Herco,Herco,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3341,cus_e9c9adb3-ca52-4703-93d5-115ef24e79d5,264468549,36117482247,contact@proyectos-episa.mx,proyectos-episa.mxEpisa1,proyectos-episa.mxEpisa1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3342,cus_da97b2a0-fcd4-4183-98ee-b303c2c86d24,264483403,36503467138,contact@marogu.com,marogu.com1,marogu.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3343,cus_1d2afd41-600e-4cd7-ad19-c7838b6055f3,264491046,34455495522,contact@sermaind.mx,sermaind.mxR&R SERMAIND1,sermaind.mxR&R SERMAIND1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3344,cus_9dc9264a-b32d-4216-8225-25f5e78141cf,264491047,29024367397,contact@raudalconsultoria.com,raudalconsultoria.comMy Site1Mexico,raudalconsultoria.comMy Site1Mexico,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3345,cus_52189477-c4bc-487b-843b-16c31b09c025,264491048,53813850741,contact@secu.cl,Secu,Secu,CL,New Lead,New Lead,,0.0,0.0,0,0,0,0
3346,cus_c4a1dcee-24d8-481a-bc54-70fdf2dc36fe,264593278,37522877752,contact@econ.com.sv,econ.com.sv1,econ.com.sv1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3347,cus_e628640c-fc8f-49f4-937e-e9b01b32a5a7,264593279,53820947102,contact@tayasal.com,Tayasal,Tayasal,GT,New Lead,New Lead,,0.0,0.0,0,0,0,0
3348,cus_50984bdb-ce55-4113-aee1-9d59a014d366,264654549,31257474471,contact@grupoorg.com,grupoorg.com1,grupoorg.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3349,cus_a253ca1f-00da-41b0-99b8-b697f53b94de,264662211,53908284438,contact@cohenarchitecture.com,Cohen Architecture,Cohen Architecture,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3350,cus_e111b263-9af7-4d3e-a868-509f3ea7d4fb,264662212,53912158776,contact@imt-ingenieria.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3351,cus_f5e8b03e-71c5-4372-b4f6-8e5e41985bd8,264679594,53887840157,contact@lander.com.mx,Lander,Lander,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3352,cus_99e1da17-6b6a-4a2f-972d-89d926f96f4b,264765455,53946234001,contact@electromecanicamj.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3353,cus_afb9ff30-a0ab-41a7-95f9-18aa0390fb0b,264791586,53974268332,contact@gruponpunto.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3354,cus_f7f61439-ef71-48ae-9634-2c86e837f50e,264797523,53957362200,,Ejinpro Cía,Ejinpro Cía,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3355,cus_8a73ccc5-83b8-4620-9936-94230c1673a4,264847901,53949775752,contact@dicomec.com,Dicomec,Dicomec,EC,New Lead,New Lead,,0.0,0.0,0,0,0,0
3356,cus_2531a8da-1018-48c2-a0e9-222fcc143532,264847902,53947671950,contact@gerardocors.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3357,cus_e38ca967-2574-4d39-ac93-7e8a66270c9e,264862625,53944167050,contact@alturaviva.com.mx,Altura Viva,Altura Viva,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3358,cus_c8510582-bfd4-4601-84c8-b179b62d7816,264862626,53969718313,contact@trueconstructores.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3359,cus_edfdaeb5-6d20-4c91-8bf8-1d74a49590bf,264945926,53967597392,contact@b3constructores.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3360,cus_60ed61cf-e22a-439e-adfb-fd6112c2a034,265009697,53959014282,contact@harcon.com.mx,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3361,cus_b4c6d4a5-7330-404a-810c-bc1021f0e443,265013290,53963120246,contact@echeagaray.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3362,cus_5eb6e9f1-37b4-419e-94d7-e27deb4e0fab,265086675,53959991435,contact@gmailmail.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3363,cus_d9d0edec-3f7e-403f-8304-ddd84ed25395,265102676,53984026483,contact@elipsisfilms.com,Elipsis Films,Elipsis Films,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3364,cus_6d9b1459-cb71-414a-9b06-48f1cc0acb05,265418205,28635741567,contact@rgjr.mx,rgjr.mxRGJR1,rgjr.mxRGJR1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3365,cus_0b125b44-3624-4e90-b032-2b3e9f2a1ced,265444258,39268554296,contact@spinbolivia.com,spinbolivia.com1,spinbolivia.com1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3366,cus_2dfb916e-b254-4086-a3c4-eb68881e7ca3,265613777,54056302656,contact@godmail.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3367,cus_6859b3cb-2d98-4e7b-9ce1-ae385dafb14c,265613780,54003252801,,Tec Inmobiliaria,Tec Inmobiliaria,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3368,cus_f01c65aa-5cf2-4635-988c-83954c564274,265613781,54003314100,contact@arqstudiova.com,arqstudio,arqstudio,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3369,cus_867e1109-9589-40be-b48f-9db229960948,265625052,54004108338,,Grupo Mallorca,Grupo Mallorca,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3370,cus_b14ed011-ae9d-4e77-9016-f6d59ad2c1f4,265630596,54003132809,contact@cgaem.com,cgaem constructora,cgaem constructora,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3371,cus_d2a58ebb-9b81-42bc-9b33-9c13475fb50f,265630597,54063514514,contact@ibpconsulting.com,IBP Consulting,IBP Consulting,GB,New Lead,New Lead,,0.0,0.0,0,0,0,0
3372,cus_bc77a1de-3892-49ae-b79c-e5fd65997c91,265759451,31197667358,contact@serurdelatorre.com,serurdelatorre.comConsorcio Serur de la Torre1,serurdelatorre.comConsorcio Serur de la Torre1,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3373,cus_921b5616-3942-4867-8f24-447b01838758,265769345,54057904565,contact@eleviacr.com,Elevia Development Group,Elevia Development Group,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3374,cus_7b90e563-9126-4b6e-ba4a-fb0e6b3b7d51,265787017,54003275382,,AREA CONSTRUCCION,AREA CONSTRUCCION,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3375,cus_8913a240-a011-4232-b263-a0b154e23cac,265855551,54055602240,contact@rminstrumentacion.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3376,cus_fdb31248-76ad-4cf2-9cad-84471b5f0397,265870215,54119259450,contact@albora.com.mx,Albora,Albora,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3377,cus_d7a2163b-b8b8-48a2-8d17-bc5696c52392,265885472,54148407439,contact@qm3.mx,QM+3,QM+3,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3378,cus_d23e68a2-36c5-42c3-9e5a-e930cdb7fd81,265897450,54089531000,,Inmobiliaria Lar,Inmobiliaria Lar,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3379,cus_8e565847-eb45-4e0d-95d6-7b2df65fbd59,265907142,54138857634,contact@grupo-vaz.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3380,cus_2d4a5337-9ed8-464b-961f-26395e94d1e2,265912798,54132669240,contact@tensil.mx,"Velarias, Lonarias y Tensoestructuras","Velarias, Lonarias y Tensoestructuras",MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3381,cus_94581774-e777-4a02-aa01-b7f85008c5c2,266122686,54145523256,contact@gimel.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3382,cus_c7fa3b96-6f8d-4744-ae83-c9063849a5ab,266138794,54131066967,contact@idesignhn.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3383,cus_2a20d328-18c6-43d8-b97f-c8f414adbef2,266208940,20790787596,contact@vymcr.com,GRUPO VYM INGENIERIA,GRUPO VYM INGENIERIA,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3384,cus_ff43cbe2-5e3a-4623-b2ea-729a1c7ac54a,266337050,54175759123,,Soluciones Manu,Soluciones Manu,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3385,cus_e035160f-da71-4638-b618-1e761ebe2eee,266480312,54269211986,contact@bluehome.cl,Blue Home,Blue Home,CL,New Lead,New Lead,,0.0,0.0,0,0,0,0
3386,cus_9101d19a-179d-45c4-a9ee-269c6abfde05,266480313,54223219525,,Vicrest México,Vicrest México,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3387,cus_fee28987-4b86-41f5-ac03-1e5f0a28c981,266575044,54286652241,contact@gig.mx,GIG México,GIG México,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
3388,cus_1e0fdddf-595d-44a3-85a8-2cba08f21efe,266613642,54306138501,contact@sancristobal.com,Grupo San Cristobal,Grupo San Cristobal,AR,New Lead,New Lead,,0.0,0.0,0,0,0,0
3389,cus_40675d7b-2371-49a7-be88-076d890e7921,266646192,54360035489,contact@consixx.com,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
3390,cus_d924e044-1a15-4feb-ad99-f1414a16f6f8,266653502,54357211780,contact@uanl.edu.mx,,,,New Lead,New Lead,,0.0,0.0,0,0,0,0
